GENESIS-Tabelle: 46331-0004;;;;;;;;;
Umgeschlagene Güter (Seeverkehr): Deutschland, Monate,;;;;;;;;;
Güterabteilungen, Hauptverkehrsbeziehungen,;;;;;;;;;
Flagge des Schiffes;;;;;;;;;
Seeverkehrsstatistik;;;;;;;;;
Deutschland;;;;;;;;;
;;;;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter
;;;;Verkehr innerhalb Deutschlands;Verkehr innerhalb Deutschlands;Grenzüberschreitender Versand;Grenzüberschreitender Versand;Grenzüberschreitender Empfang;Grenzüberschreitender Empfang
;;;;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes
;;year;month;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge
;;;;t;t;t;t;t;t
NST7-02;Kohle, rohes Erdöl und Erdgas;2016;Dezember;-;98919;7;27015;8;2946623
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;Januar;-;4528;15;8583;71;2905358
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;Februar;-;80670;8;41315;5;3757741
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;März;-;1005;-;25401;39;3824503
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;April;260;119843;6;8500;3;2745807
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;Mai;840;1200;154;19144;-;3022271
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;Juni;-;-;51;8484;4;2639367
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;Juli;-;99494;62;68905;-;2600776
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;August;650;-;12;255904;3;3539121
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;September;-;-;17;567895;-;2790421
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;Oktober;250;1183;9;162613;18;3019282
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;November;-;1800;6;8539;21;2735430
NST7-02;Kohle, rohes Erdöl und Erdgas;2017;Dezember;-;-;-;10193;1;3021178
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;Januar;-;42280;-;50212;44;2755870
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;Februar;-;-;-;19348;2;2873205
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;März;-;74387;-;284;2;3023071
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;April;-;-;-;5313;-;2176928
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;Mai;-;-;-;60431;2;3093195
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;Juni;-;-;-;12526;-;2885793
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;Juli;450;-;138;18883;-;2627789
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;August;11684;70534;171;33168;123;2919455
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;September;-;82018;48;128857;-;2690239
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;Oktober;-;-;-;12958;14;3422088
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;November;-;-;-;27477;58;3151697
NST7-02;Kohle, rohes Erdöl und Erdgas;2018;Dezember;-;1882;165;15559;189;3071700
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;Januar;-;-;-;44852;-;3492671
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;Februar;-;2862;-;43155;-;2825866
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;März;66;6068;-;21188;-;3263125
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;April;66;362659;-;12989;74;2823056
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;Mai;2047;16838;-;220234;178;3300294
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;Juni;22;-;-;15430;79;2761125
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;Juli;24;33367;38;11253;41;3375041
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;August;430;-;340;20412;502;2938346
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;September;-;32264;81;23216;222;3009263
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;Oktober;22;91167;-;28447;246;2856657
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;November;66;-;-;25003;471;2794606
NST7-02;Kohle, rohes Erdöl und Erdgas;2019;Dezember;22;-;-;18150;254;2899031
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;Januar;-;-;-;77325;96;3042828
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;Februar;42;-;-;11779;119;2564500
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;März;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;April;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;Mai;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;Juni;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;Juli;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;August;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;September;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;Oktober;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;November;...;...;...;...;...;...
NST7-02;Kohle, rohes Erdöl und Erdgas;2020;Dezember;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;Januar;18077;8799;4078;124957;14163;1509858
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;Februar;20868;9459;4988;146262;88468;1650160
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;März;18422;2903;10760;140029;15928;2124630
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;April;19868;9424;7167;103578;64318;1991599
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;Mai;30780;3018;7668;254649;188756;2551928
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;Juni;18304;6485;9888;174172;187389;2389548
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;Juli;16841;22518;11236;104930;69537;2649095
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;August;13373;5641;13024;154480;64097;2479024
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;September;21316;3935;6108;146656;61613;2422835
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;Oktober;18900;12060;10201;161984;62948;2096694
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;November;16792;4333;5177;303155;49132;2308284
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2011;Dezember;19399;8563;8239;173465;19967;1393121
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;Januar;21670;3482;11564;147009;17433;2193507
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;Februar;12783;6242;8669;139557;29335;1706028
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;März;36149;6906;10885;139206;152175;2253082
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;April;28950;16143;13157;88902;13533;2022313
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;Mai;31112;11428;15610;102522;27427;2749161
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;Juni;35515;35643;5528;128723;15505;2589869
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;Juli;43294;5082;10122;141896;19687;2547363
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;August;27519;1450;8667;168652;17580;2421706
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;September;27057;4775;6756;181221;14943;2022729
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;Oktober;39359;12402;6558;244901;22194;2350890
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;November;38224;7452;11241;149983;14415;2313794
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2012;Dezember;23316;2084;10730;194444;12989;1703528
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;Januar;33894;6197;5287;192200;14599;1753895
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;Februar;18234;7964;20028;188435;7982;1866925
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;März;28968;3581;8066;161504;8694;1970874
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;April;36397;789;19303;140358;12019;2359556
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;Mai;32933;841;25977;161013;15532;1935985
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;Juni;25957;4592;10543;157833;12928;2599834
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;Juli;31119;22703;7446;138762;10881;2309577
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;August;29026;9757;5872;150383;13348;1990503
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;September;24369;2540;13559;168786;11171;1966695
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;Oktober;31098;11716;16885;178467;11899;2528231
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;November;27024;32044;16638;158154;13087;2356830
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2013;Dezember;21508;19508;11318;144327;8783;1896306
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;Januar;17537;7523;11206;173418;11387;1857885
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;Februar;21213;17517;13895;173326;8851;2017709
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;März;27023;36635;8985;190463;8404;1905728
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;April;27205;3382;14494;110033;15773;2208723
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;Mai;29525;9292;16823;225759;19878;2062768
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;Juni;24109;2149;15512;148389;11088;2223133
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;Juli;25473;11769;21477;207181;17633;2230815
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;August;21070;16996;14339;215756;17535;2618414
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;September;29081;8639;11832;167423;14237;2272260
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;Oktober;23685;34334;21105;195461;14653;2036602
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;November;22705;6002;14916;124904;7186;2357306
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2014;Dezember;19648;8681;5826;147409;6539;2159421
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;Januar;16427;3820;16323;226775;8534;1608771
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;Februar;18586;1597;10826;189968;8104;1920831
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;März;26398;406;12781;148209;14453;2479109
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;April;24883;2298;15627;141235;10763;2264052
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;Mai;24879;12627;11525;156733;12894;2617629
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;Juni;23923;6219;26944;168234;14678;2146892
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;Juli;24018;35024;11201;246951;11716;1648743
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;August;26243;33082;15255;292363;17771;2661999
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;September;40341;3034;10068;199909;7230;1873112
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;Oktober;32875;19652;15955;201838;7771;1528350
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;November;25166;3329;21019;162386;7401;2051405
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2015;Dezember;20205;27274;16608;175145;14465;1997727
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;Januar;17681;510;7473;280918;8309;1838234
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;Februar;30670;2508;16967;184878;10325;1789168
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;März;28326;14445;15666;145872;9775;2363620
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;April;33112;3714;9112;129547;11309;2307357
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;Mai;25271;1632;23794;150596;16517;2547817
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;Juni;17558;7542;20776;203485;9821;2345381
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;Juli;22620;12577;12328;212335;15098;2379527
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;August;58439;30993;9099;178768;13689;2590313
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;September;29841;18514;6607;226153;14925;1958119
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;Oktober;25881;12633;9554;204420;32918;2067237
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;November;28198;304;8204;160210;15679;2139414
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2016;Dezember;22068;4079;8796;243814;14377;1426857
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;Januar;22112;2205;8840;225233;14131;2703466
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;Februar;19569;21942;6385;207601;12230;2097865
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;März;33376;5213;13106;218028;10111;2263943
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;April;30342;44696;10998;135790;12910;2525233
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;Mai;25758;4081;15527;174147;18751;2824801
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;Juni;26221;14715;8127;229990;12156;2653328
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;Juli;35380;40009;8415;186842;16134;3104588
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;August;36912;11083;11320;215368;19956;2975948
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;September;43540;2209;6476;221130;10221;2162941
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;Oktober;29074;35164;12892;215693;21300;2307224
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;November;23047;38847;10818;175042;11613;2022491
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2017;Dezember;20933;3739;11666;272074;8046;2278206
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;Januar;25520;36560;15541;287513;10060;2149945
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;Februar;27666;23109;6625;264551;14229;1973888
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;März;29145;29858;8905;242056;10806;2354208
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;April;31872;824;10667;183248;13363;2612930
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;Mai;33431;638;11734;176553;12455;2626177
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;Juni;29154;61812;3949;186712;12881;2725999
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;Juli;31810;55952;7903;197864;9548;2469338
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;August;42453;2179;7758;183364;11613;2854319
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;September;35219;45562;5693;207296;11701;2327611
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;Oktober;27005;24496;12697;258671;16434;2595794
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;November;21701;8039;8540;174885;5617;2222192
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2018;Dezember;18131;1284;8464;169771;6768;2196282
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;Januar;24011;5626;5912;247162;4710;2290898
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;Februar;37373;2173;13026;300440;10831;2149708
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;März;25371;3505;7875;233200;10420;2066081
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;April;36641;15209;4534;165628;6940;2744734
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;Mai;26059;2494;10444;209142;8809;3063657
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;Juni;26518;5355;10523;175656;9033;2240012
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;Juli;36317;23130;10387;188909;12463;2810395
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;August;32335;5895;13529;172204;12634;2367474
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;September;30368;1020;8476;190928;9770;2479378
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;Oktober;40316;99797;10343;186244;6080;2758735
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;November;28793;178866;8488;176410;11454;1672875
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2019;Dezember;31752;45160;10832;226498;4874;1995882
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;Januar;41755;2216;13570;243727;11340;2024962
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;Februar;19304;4035;10118;203275;6745;2001566
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;März;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;April;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;Mai;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;Juni;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;Juli;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;August;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;September;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;Oktober;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;November;...;...;...;...;...;...
NST7-03;Erze, Steine und Erden, sonst. Bergbauerzeugnisse;2020;Dezember;...;...;...;...;...;...
NST7-04;Nahrungs- und Genussmittel;2011;Januar;42230;27691;77168;600595;122377;771669
NST7-04;Nahrungs- und Genussmittel;2011;Februar;49717;13642;64973;606806;99827;755043
NST7-04;Nahrungs- und Genussmittel;2011;März;60303;27896;69590;606870;116807;780158
NST7-04;Nahrungs- und Genussmittel;2011;April;52398;60570;60756;617859;97963;755910
NST7-04;Nahrungs- und Genussmittel;2011;Mai;35102;26341;80088;676453;147995;902070
NST7-04;Nahrungs- und Genussmittel;2011;Juni;40222;20889;69662;632956;105800;887427
NST7-04;Nahrungs- und Genussmittel;2011;Juli;48594;30535;83399;717567;140457;800965
NST7-04;Nahrungs- und Genussmittel;2011;August;36514;24173;96401;725810;131893;721004
NST7-04;Nahrungs- und Genussmittel;2011;September;56136;20459;80316;675564;123159;910013
NST7-04;Nahrungs- und Genussmittel;2011;Oktober;63698;18938;100114;796372;121155;802982
NST7-04;Nahrungs- und Genussmittel;2011;November;53558;33821;75625;819512;102629;807282
NST7-04;Nahrungs- und Genussmittel;2011;Dezember;50841;15433;92908;733119;86495;572351
NST7-04;Nahrungs- und Genussmittel;2012;Januar;38480;15613;61415;651083;87706;890847
NST7-04;Nahrungs- und Genussmittel;2012;Februar;51992;33819;45394;644681;95952;868689
NST7-04;Nahrungs- und Genussmittel;2012;März;36755;21774;56777;655764;100115;846404
NST7-04;Nahrungs- und Genussmittel;2012;April;34087;25131;59535;623419;77486;716321
NST7-04;Nahrungs- und Genussmittel;2012;Mai;39178;21405;39512;717434;71720;903463
NST7-04;Nahrungs- und Genussmittel;2012;Juni;32871;20658;66852;631072;94965;771245
NST7-04;Nahrungs- und Genussmittel;2012;Juli;38480;14438;47875;676013;88630;899356
NST7-04;Nahrungs- und Genussmittel;2012;August;40150;13853;85224;793742;79040;860927
NST7-04;Nahrungs- und Genussmittel;2012;September;34154;27633;80721;738488;104143;756039
NST7-04;Nahrungs- und Genussmittel;2012;Oktober;40721;22015;107206;841366;99544;816546
NST7-04;Nahrungs- und Genussmittel;2012;November;44120;15181;89485;866020;107283;736620
NST7-04;Nahrungs- und Genussmittel;2012;Dezember;35929;25673;84002;855098;74209;839338
NST7-04;Nahrungs- und Genussmittel;2013;Januar;26181;26018;72588;784399;85213;716392
NST7-04;Nahrungs- und Genussmittel;2013;Februar;40219;17930;93025;743206;53475;663801
NST7-04;Nahrungs- und Genussmittel;2013;März;36660;41074;63651;781155;79471;736323
NST7-04;Nahrungs- und Genussmittel;2013;April;34965;29455;113109;833065;98211;670734
NST7-04;Nahrungs- und Genussmittel;2013;Mai;31833;26301;89586;881783;86140;870863
NST7-04;Nahrungs- und Genussmittel;2013;Juni;36080;20999;88072;906432;78099;769068
NST7-04;Nahrungs- und Genussmittel;2013;Juli;36084;31392;81697;912434;89931;795044
NST7-04;Nahrungs- und Genussmittel;2013;August;44109;17879;85898;914652;88669;770979
NST7-04;Nahrungs- und Genussmittel;2013;September;37976;19118;85564;913720;84156;968575
NST7-04;Nahrungs- und Genussmittel;2013;Oktober;28333;36242;67988;949127;66209;899486
NST7-04;Nahrungs- und Genussmittel;2013;November;41934;27634;100094;887073;104499;704330
NST7-04;Nahrungs- und Genussmittel;2013;Dezember;38574;56191;79852;839361;76782;829906
NST7-04;Nahrungs- und Genussmittel;2014;Januar;41247;23821;59717;847229;73351;851137
NST7-04;Nahrungs- und Genussmittel;2014;Februar;47067;31212;85006;867147;78250;803536
NST7-04;Nahrungs- und Genussmittel;2014;März;37735;28404;77636;972435;93119;744581
NST7-04;Nahrungs- und Genussmittel;2014;April;41963;26527;71990;999819;91723;767238
NST7-04;Nahrungs- und Genussmittel;2014;Mai;38947;23011;107573;897018;79360;1073180
NST7-04;Nahrungs- und Genussmittel;2014;Juni;35747;36093;78447;825083;87988;867029
NST7-04;Nahrungs- und Genussmittel;2014;Juli;37249;34027;127013;851156;76591;797170
NST7-04;Nahrungs- und Genussmittel;2014;August;35600;18031;110044;839658;97003;910767
NST7-04;Nahrungs- und Genussmittel;2014;September;32911;30450;87218;931204;70803;947014
NST7-04;Nahrungs- und Genussmittel;2014;Oktober;42452;25497;103947;891707;97797;787653
NST7-04;Nahrungs- und Genussmittel;2014;November;33346;24891;60761;820218;90105;828896
NST7-04;Nahrungs- und Genussmittel;2014;Dezember;31823;21417;98046;937318;58201;750559
NST7-04;Nahrungs- und Genussmittel;2015;Januar;37956;22435;74237;777767;66580;752600
NST7-04;Nahrungs- und Genussmittel;2015;Februar;36179;16553;70014;823845;61289;609717
NST7-04;Nahrungs- und Genussmittel;2015;März;43572;22877;107523;843759;94887;771966
NST7-04;Nahrungs- und Genussmittel;2015;April;29144;14743;78252;884600;78416;661159
NST7-04;Nahrungs- und Genussmittel;2015;Mai;33379;17388;86763;765452;74918;660663
NST7-04;Nahrungs- und Genussmittel;2015;Juni;30974;13262;99977;800867;84196;697795
NST7-04;Nahrungs- und Genussmittel;2015;Juli;45300;20477;62508;907268;56607;882762
NST7-04;Nahrungs- und Genussmittel;2015;August;40082;27235;84652;782248;82419;774329
NST7-04;Nahrungs- und Genussmittel;2015;September;35654;26309;80363;751608;65709;957237
NST7-04;Nahrungs- und Genussmittel;2015;Oktober;31393;26828;62574;842900;90015;687642
NST7-04;Nahrungs- und Genussmittel;2015;November;24941;17848;58779;744552;64518;733748
NST7-04;Nahrungs- und Genussmittel;2015;Dezember;36138;27033;72653;846581;85369;712952
NST7-04;Nahrungs- und Genussmittel;2016;Januar;42156;38504;32981;647475;53432;718531
NST7-04;Nahrungs- und Genussmittel;2016;Februar;37716;22012;65761;634724;48402;582704
NST7-04;Nahrungs- und Genussmittel;2016;März;43654;21731;49247;690424;58769;672359
NST7-04;Nahrungs- und Genussmittel;2016;April;52280;42046;40398;674935;54052;624587
NST7-04;Nahrungs- und Genussmittel;2016;Mai;39432;18080;61341;643127;59119;610000
NST7-04;Nahrungs- und Genussmittel;2016;Juni;43128;21269;44334;669448;36803;615310
NST7-04;Nahrungs- und Genussmittel;2016;Juli;37556;32991;38134;671103;47831;616386
NST7-04;Nahrungs- und Genussmittel;2016;August;41253;29015;80191;627024;53540;636277
NST7-04;Nahrungs- und Genussmittel;2016;September;32287;24653;67118;661302;66467;660340
NST7-04;Nahrungs- und Genussmittel;2016;Oktober;34694;22143;66597;645433;65988;581910
NST7-04;Nahrungs- und Genussmittel;2016;November;28125;20049;89311;564297;88564;642492
NST7-04;Nahrungs- und Genussmittel;2016;Dezember;30623;19942;70819;671869;62263;651015
NST7-04;Nahrungs- und Genussmittel;2017;Januar;39331;23542;79863;591028;78226;459732
NST7-04;Nahrungs- und Genussmittel;2017;Februar;41832;20164;72620;559719;84035;556556
NST7-04;Nahrungs- und Genussmittel;2017;März;41210;43430;86739;719066;73383;661571
NST7-04;Nahrungs- und Genussmittel;2017;April;32859;39826;82567;626409;79522;596258
NST7-04;Nahrungs- und Genussmittel;2017;Mai;33974;23149;84213;579818;75470;718092
NST7-04;Nahrungs- und Genussmittel;2017;Juni;27577;19734;53314;565065;70180;723915
NST7-04;Nahrungs- und Genussmittel;2017;Juli;24175;32547;75600;571104;78676;673091
NST7-04;Nahrungs- und Genussmittel;2017;August;35247;14526;64992;640106;72686;746473
NST7-04;Nahrungs- und Genussmittel;2017;September;28606;34679;55048;586410;75552;670049
NST7-04;Nahrungs- und Genussmittel;2017;Oktober;28649;21368;63710;589456;83406;545533
NST7-04;Nahrungs- und Genussmittel;2017;November;23541;49628;67287;527115;68977;575960
NST7-04;Nahrungs- und Genussmittel;2017;Dezember;22810;28561;80454;619394;92491;590509
NST7-04;Nahrungs- und Genussmittel;2018;Januar;19824;52063;60810;540031;67193;568791
NST7-04;Nahrungs- und Genussmittel;2018;Februar;31724;22972;74120;603160;56259;500917
NST7-04;Nahrungs- und Genussmittel;2018;März;25749;29146;72336;642308;59868;597037
NST7-04;Nahrungs- und Genussmittel;2018;April;30821;30593;53678;626563;111194;569230
NST7-04;Nahrungs- und Genussmittel;2018;Mai;33370;26910;54404;588057;45870;615021
